Name,Tags
"Burden, Richard L., and J. Douglas Faires. Numerical Analysis. 7th ed. Belmont, CA: Brooks Cole, 2000. ISBN: 0534382169.",numerical analysis
http://www.sam.math.ethz.ch/~hiptmair/tmp/NumCSE/NumCSE15.pdf,
https://ocw.mit.edu/courses/18-335j-introduction-to-numerical-methods-spring-2019/,
