Name,Why?
Software engineering: A practitioner's approach. Roger S. Pressman,
"SOFTWARE ENGINEERING. Ian Sommerville. Roger S. Pressman, Ph.D. y Bruce R. Maxim, Ph.D.",
Project Management Body of Knowledge (PMBOK® Guide),
Software Engineering Body of Knowledge (SWEBOK),
https://www.youtube.com/c/CS164/videos,
https://www.youtube.com/c/miwupm,
https://www.youtube.com/watch?v=o7h_sYMk_oc&list=PLUl4u3cNGP63VIBQVWguXxZZi0566y7Wf,
https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-611j-creating-video-games-fall-2014/,
https://www.youtube.com/watch?v=MOdNzHR_tck&list=PLUl4u3cNGP60jIMmB53zl6awCKMnABhYx,
https://www.youtube.com/watch?v=KkMDCCdjyW8&list=PL3BD1325B3C4F50BE,
https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-842-fundamentals-of-systems-engineering-fall-2015/,
https://escuela.it/master-desarrollo-software,
https://sanchezcarlosjr.github.io/software-engineering-master-by-escuelait/,
Software Engineering Best Practices: Lessons from Successful Projects in the Top Companies,
"Facts and Fallacies about Software Engineering,
 https://en.wikipedia.org/wiki/Robert_L._Glass",
6.031: Software Construction,
