Name,Tags
"Practical Reverse Engineering: X86, X64, ARM, Windows Kernel, Reversing Tools, and Obfuscation",
Reverse Engineering for Beginners by Dennis Yurichev,
Reverse Engineering: Technology of Reinvention by Wego Wang,
"Practical Binary Analysis: Build Your Own Linux Tools for Binary Instrumentation, Analysis, and Disassembly by Dennis Andriesse",
,
