Worked examples
Circular Orbit of the MoonBy And Fr (key ideas) then there must be a centripetal force according on the Moon directed towards the center center of the Earth that accounts for this inward acceleration.
The period of the Moon’s orbit around the Earth. This period is called the sidereal month
Car brake
