Name,Tags
"Advanced Compiler Design and Implementation, by
Steven Muchnick (Morgan Kaufmann, 1997).",
CS243: Advanced Compiling Techniques by Stanford,
"A. V. Aho and https://en.wikipedia.org/wiki/Jeffrey_Ullman, The Theory of Parsing, Translation, and Compiling, Vol. 1, Parsing. Prentice Hall, 1972. https://en.wikipedia.org/wiki/ISBN_(identifier) https://en.wikipedia.org/wiki/Special:BookSources/0-13-914556-7",
"A. V. Aho and https://en.wikipedia.org/wiki/Jeffrey_Ullman
, The Theory of Parsing, Translation, and Compiling, Vol. 2, Compiling.
 Prentice-Hall, 1973.",
