Name,Tags
Project Management by MIT,course
"F. J. García-Peñalvo, ""Ingeniería del Software,"" en Proyecto Docente e Investigador. Catedrático de Universidad. Perfil Docente: Ingeniería del Software y Gobierno de Tecnologías de la Información. Perfil Investigador: Tecnologías del Aprendizaje. Área de Ciencia de la Computación e Inteligencia Artificial pp. 277-388, Salamanca, España: Departamento de Informática y Automática. Universidad de Salamanca, 2018.",
"Good Boss, Bad Boss: How to Be the Best... and Learn from the Worst",
Measure what matters by Jonh Doer,
Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,
