Name,Tags
"Adve, V. y Lattner C. (2021). The LLVM Compiler Infrastructure. Recuperado el
16 de noviembre de 2021, de https://llvm.org/",
"German National Research Center For Information Technology
Fraunhofer Institute For Computer Architecture And Software Technology.
(2006). The Catalog of Compiler Construction Tools. Recuperado el 16 de
noviembre de 2021, de http://catalog.compilertools.net/",
Flex & Bison by John R. Levine,
