Name,Tags
"E. F. Codd:
Derivability, Redundancy and Consistency of Relations Stored in Large Data Banks. Research Report / RJ / IBM / San Jose, California RJ599 (1969)
1962",
"E. F. Codd:
A Relational Model of Data for Large Shared Data Banks. Commun. ACM 13(6): 377-387 (1970)",
"E. F. Codd:
Normalized Data Base Structure: A Brief Tutorial. Research Report / RJ / IBM / San Jose, California RJ935 (1971)",
"E. F. Codd:
Further Normalization of the Data Base Relational Model. Research Report / RJ / IBM / San Jose, California RJ909 (1971)",
"E. F. Codd:
Data Base Sublanguage Founded on the Relational Calculus. Research Report / RJ / IBM / San Jose, California RJ893 (1971)",
