Name,Tags
"A guide to the project management body of knowledge PMBOK Guide. ",book
"Harvard Business Essentials: Managing Projects Large and
Small--The Fundamental Skills for Delivering on Budget and
on Time, Harvard Business Press, 2004. [Clásico]",
