Name,Tags
Show a 3D maze.,
Show a 2D maze.,
Show a 3D pacman,
Compile algorithm to JS function,
Pathfinder algorithm: Dijkstra,
Maze generator (MST): Prim’s Algorithm,Perfomance
Fibonnaci Heap,
Binary Heap,Perfomance
